
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
216,Art Gagne,1930,1930,1,RW,6,0,1,1,,6,,,,,,,,,,,
217,Pierre Gagne,1960,1960,1,LW,2,0,0,0,,0,,,,,,,,,,,
218,Simon Gagne,2015,2015,1,LW,23,3,1,4,0,4,3,0,0,1,1,0,0,27,11.1,260,11:18
219,Johnny Gagnon,1935,1935,1,RW,24,1,1,2,,9,,,,,,,,,,,
220,Dutch Gainor,1928,1931,4,C,163,48,43,91,,118,,,,,,,,,,,
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
221,Percy Galbraith,1927,1934,8,LW/D,345,29,31,60,,224,,,,,,,,,,,
222,Garry Galley,1989,1992,4,D,257,24,82,106,-8,322,18,5,1,0,56,26,0,466,5.2,,
223,Don Gallinger,1943,1948,5,C,222,65,88,153,,89,,,,,,,,,,,
224,Cal Gardner,1954,1957,4,C,280,57,83,140,,225,,,,,,,,,,,
225,Ray Gariepy,1954,1954,1,D,35,1,6,7,,39,,,,,,,,,,,
226,Armand Gaudreault,1945,1945,1,LW,44,15,9,24,,27,,,,,,,,,,,
227,Jean Gauthier,1969,1969,1,D,11,0,2,2,-2,8,0,0,0,0,1,1,0,10,0.0,,
228,Jean-Guy Gendron,1959,1964,5,LW,260,66,62,128,,230,5,0,0,1,,,,,,,
229,Gerry Geran,1926,1926,1,C,33,5,1,6,,6,,,,,,,,,,,
230,Ray Getliffe,1936,1939,4,C/LW,128,37,40,77,,57,,,,,,,,,,,
231,Barry Gibbs,1968,1969,2,D,24,0,0,0,-4,4,0,0,0,0,0,0,0,6,0.0,,
232,Doug Gibson,1974,1976,2,C,52,7,18,25,7,0,6,1,0,1,16,2,0,41,17.1,,
233,Jeannot Gilbert,1963,1965,2,C,9,0,1,1,,4,0,0,0,0,,,,,,,
234,Hal Gill,1998,2006,8,D,626,20,77,97,41,588,20,0,0,2,72,1,4,780,2.6,11022,19:45
235,Mike Gillis,1981,1984,4,LW,125,17,24,41,2,104,17,0,0,1,22,2,0,153,11.1,,
236,Jonathan Girard,1999,2003,5,D,150,10,34,44,6,46,6,4,0,3,19,14,1,213,4.7,2575,17:10
237,Art Giroux,1935,1935,1,RW,10,1,0,1,,0,,,,,,,,,,,
238,Jean-Paul Gladu,1945,1945,1,LW,40,6,14,20,,2,,,,,,,,,,,
239,Matt Glennon,1992,1992,1,LW,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,,
240,Warren Godfrey,1953,1963,4,D,258,9,48,57,,225,,,,,,,,,,,
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
241,Bill Goldsworthy,1965,1967,3,RW,33,6,6,12,,27,6,0,0,0,,,,,,,
242,Leroy Goldsworthy,1937,1938,2,RW,93,17,16,33,,22,,,,,,,,,,,
243,Sergei Gonchar,2004,2004,1,D,15,4,5,9,6,12,2,2,0,0,4,1,0,34,11.8,383,25:31
244,Fred Gordon,1928,1928,1,RW,43,3,2,5,,40,,,,,,,,,,,
245,Lee Goren,2001,2003,2,RW,35,4,1,5,-5,14,1,3,0,0,1,0,0,24,16.7,208,5:56
246,Butch Goring,1985,1985,1,C,39,13,21,34,-8,6,9,2,2,2,12,8,1,84,15.5,,
247,Bobby Gould,1990,1990,1,RW,77,8,17,25,-3,92,8,0,0,2,16,1,0,92,8.7,,
